real_label,pre_label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15
0,0,0.419848,0.010578845,0.10112214,3.16E-06,0.025375053,0.08725991,0.012371834,0.00640279,0.000762013,0.2191647,0.05126486,0.026092744,7.51E-05,0.013203883,0.01372098,0.012753986,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.1688257,0.019000147,0.26172072,0.005869026,0.08451735,0.0762308,0.02025192,0.002213017,0.000295151,0.27940315,0.026737787,0.008608772,0.004394545,0.010275164,0.010701831,0.020954927,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0.18707976,0.008607855,0.10921516,3.09E-05,0.101664,0.27291036,0.018260257,0.005026662,0.000271932,0.23204388,0.019238988,0.014861295,6.34E-05,0.008616833,0.006622229,0.015486506,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.36825666,0.004628365,0.03418769,2.32E-07,0.003444661,0.23086433,0.055026803,0.019568175,0.002354068,0.016007185,0.0491266,0.019137252,3.68E-07,0.013618796,0.00203851,0.18174034,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.5664565,0.005853656,0.018176164,5.58E-07,0.000633282,0.03293039,0.008877629,0.018447148,0.006532841,0.24363357,0.028545167,0.042595763,1.33E-05,0.012713743,0.005811064,0.008779328,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.36730793,0.007367654,0.18034653,0.000132181,0.016576668,0.09859292,0.003618954,0.003176391,0.000464528,0.097339004,0.18966992,0.016110709,2.73E-05,0.01014034,0.007808636,0.001320346,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.8597603,0.00594772,0.015455073,2.64E-05,0.003967772,0.017454397,0.01013799,0.002182863,0.000655316,0.052898906,0.008862021,0.008798581,0.000521206,0.00456855,0.002444415,0.006318509,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0.104769915,0.027363285,0.12390725,0.2709709,0.021135692,0.08153521,0.008832966,0.018438095,0.000793748,0.1552786,0.048320644,0.02759329,0.029317409,0.06572953,0.006871365,0.009142086,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0.22081123,0.003566959,0.01921224,1.69E-05,0.000457225,0.6000846,0.009791727,0.004369119,0.002998914,0.008359253,0.006592095,0.002218424,3.18E-05,0.019424764,0.001000317,0.10106443,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.04342828,0.003474844,0.009598858,8.29E-06,0.000172695,0.004697481,0.003562039,0.034484796,0.008164591,0.72916055,0.025545048,0.09055733,7.87E-05,0.03718908,0.005436752,0.004440704,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0.31688383,0.003407194,0.011633716,1.35E-06,0.000538974,0.3693316,0.010949522,0.06714778,0.012212854,0.021360036,0.014839867,0.014672876,6.07E-07,0.050779678,0.001927174,0.10431294,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,0.066302665,3.27E-05,0.056620102,1.22E-05,0.000442701,0.119848035,0.036959298,0.2115031,0.00057276,0.09783996,0.040789437,0.028790046,6.65E-05,0.24307628,0.000918832,0.09622542,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.7605981,0.00022937,0.03157508,0.000110552,0.002515741,0.14234719,0.007762481,0.002640603,0.000363168,0.028877879,0.008011483,0.003484814,0.000550896,0.002119875,0.001234493,0.00757821,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.52540827,0.00193499,0.032340076,0.001417714,0.005957035,0.011859203,0.030563053,0.007019062,0.00229631,0.19309862,0.016104842,0.031568315,0.085576974,0.017007317,0.009329809,0.028518425,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.53900456,0.113905594,0.08202855,0.000187388,0.046778478,0.040937286,0.000713291,0.001853672,0.000403672,0.14299475,0.002803538,0.004781832,0.010703854,0.002060685,0.009205474,0.001637411,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.2974789,0.000174703,0.18658377,4.29E-08,0.001300159,0.25968283,0.040315162,0.003739925,0.002274245,0.017765276,0.0547097,0.006972656,2.30E-06,0.023540867,0.00214655,0.10331291,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0.11860707,0.09926952,0.024505978,1.80E-05,0.00163046,0.60504377,0.013816954,0.006814144,0.008781562,0.033930443,0.033211447,0.004697844,6.91E-06,0.0402055,0.001086279,0.008374132,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.30187625,0.011187555,0.061064377,0.004018141,0.004703877,0.07825669,0.08498996,0.00337016,0.000938998,0.1888575,0.021457307,0.07766011,0.000963625,0.01094302,0.007223283,0.14248922,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.3074312,0.055009115,0.04096171,0.000971768,0.001088723,0.049983196,0.007289294,0.015691405,0.004804002,0.20875236,0.027120378,0.055540655,0.010092405,0.04783311,0.012278213,0.15515245,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.5065487,0.14289291,0.012137649,8.76E-07,0.000567194,0.041129757,0.004768122,0.011373831,0.054469634,0.16706547,0.010599528,0.017079491,0.000381994,0.01325701,0.004395204,0.013332615,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.28894612,0.08580129,0.22735143,8.53E-05,0.12427302,0.06926625,0.000915323,9.84E-05,2.96E-05,0.1812474,0.006864876,0.002092684,0.000284348,0.00152959,0.010159856,0.001054501,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.6991436,0.022164313,0.06365688,0.00144585,0.026931632,0.11559971,0.002018151,0.001697468,0.000561094,0.04503123,0.004385685,0.002598382,0.001593788,0.003116919,0.003611384,0.0064439,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.5392535,0.054560002,0.115709394,4.71E-06,0.038856864,0.14888322,0.002444698,0.001392205,0.000754698,0.044431206,0.025836797,0.012828417,5.80E-06,0.002090382,0.005280083,0.007668022,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.5939851,0.009396967,0.09869364,1.79E-06,0.010316081,0.15269269,0.005673886,0.001303637,0.000833737,0.051985268,0.047647666,0.009694871,1.31E-05,0.003722928,0.003093054,0.01094567,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.42102486,0.02702006,0.13147643,0.000347839,0.13564682,0.18155694,0.00110016,0.000778887,0.000130122,0.08545777,0.002495103,0.002328396,0.000135768,0.002958214,0.00504308,0.002499511,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.6018194,0.008647553,0.039159708,3.79E-05,0.005453634,0.1594388,0.02214824,0.007520249,0.006201514,0.028979653,0.009889664,0.007196034,0.00114921,0.00847786,0.002777045,0.091103636,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.10506484,0.003672662,0.013583345,6.74E-06,0.000324753,0.009569962,0.012929478,0.061183043,0.028232386,0.40874216,0.041654855,0.103205144,0.000354009,0.039251626,0.007049934,0.16517508,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.8517391,7.08E-05,0.021041928,1.70E-07,0.00424742,0.013134228,0.023967205,0.000831852,0.000186401,0.038366515,0.02061128,0.006577857,7.57E-06,0.000708921,0.000860434,0.017648224,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.39133835,0.007124513,0.047476888,0.001731762,0.005065356,0.1706372,0.09829947,0.036797997,0.004010121,0.06125083,0.04222263,0.022110842,0.000614606,0.055804193,0.003711994,0.051803198,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,0.19684301,0.004912308,0.080143094,7.95E-06,0.003507347,0.05094606,0.026933545,0.03395592,0.002392425,0.18066086,0.2558555,0.08045664,0.001716044,0.02104054,0.009434786,0.051194064,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.14889124,0.48249194,0.007990073,0.001409362,0.001929173,0.009437786,0.001147248,0.004309204,0.009425744,0.07839517,0.003316854,0.007429461,0.22729565,0.006621986,0.006610562,0.003298577,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.37719205,0.04648654,0.026356116,1.03E-06,0.001219854,0.035032723,0.030629005,0.024377245,0.012163249,0.28764114,0.03139076,0.065917924,7.61E-05,0.039001457,0.008634982,0.013879878,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.114460655,0.018188272,0.14666232,3.03E-05,0.033662923,0.1000342,0.007414696,0.12354417,0.001064583,0.3602769,0.012745271,0.02935553,0.000323902,0.027901698,0.016300846,0.008033754,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.13746594,0.01671917,0.06679835,1.23E-07,0.002898467,0.09830603,0.1026915,0.07454721,0.012189363,0.32813054,0.023317832,0.04691561,0.00014441,0.04962004,0.017715748,0.022539679,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.28267735,0.00182717,0.019478954,3.82E-07,0.000250593,0.023436915,0.092808336,0.0449824,0.01419571,0.26799935,0.029836304,0.13714693,1.17E-06,0.04202216,0.005290056,0.038046177,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,0.113782786,0.009034771,0.025054054,4.67E-06,0.001238556,0.036160577,0.12188598,0.000513905,0.000915703,0.06572603,0.030558646,0.022024976,1.42E-05,0.003729074,0.001721683,0.5676344,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.2178317,0.000761461,0.0323653,0.000750182,0.001773006,0.06813516,0.018459762,0.03604801,0.007314283,0.1585033,0.041285876,0.098592244,0.104494415,0.10197647,0.009920316,0.101788566,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.11295607,0.2678591,0.006453697,5.41E-05,0.000276962,0.01106493,0.012651394,0.017716195,0.022736628,0.40159908,0.032976266,0.078100584,0.001514596,0.021179087,0.003769937,0.009091268,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.40105855,0.300962,0.032175947,5.69E-06,0.02196054,0.06583799,0.011065695,0.002108172,0.002333387,0.11858547,0.005353307,0.010272357,0.000186969,0.007214401,0.007418656,0.013460819,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.5355504,0.0843779,0.055057492,2.63E-05,0.003232007,0.21500868,0.001080278,0.002271301,0.000599676,0.03935347,0.015491685,0.018778306,0.000363475,0.011486015,0.003925668,0.013397338,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.33933607,0.00064016,0.026704341,0.017015776,0.002915114,0.06496755,0.038066767,0.05720414,0.012109087,0.112280056,0.077443555,0.12798525,0.04656284,0.046781346,0.008301323,0.021686656,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.10710263,0.005717019,0.019865306,8.43E-06,0.000634253,0.03658674,0.006224979,0.01832515,0.013242068,0.49432626,0.06216078,0.19508862,1.06E-05,0.018302828,0.008295097,0.014109256,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.079631634,0.15086292,0.024207557,5.88E-07,0.002162832,0.014738757,0.011207522,0.015306127,0.002530374,0.5576557,0.006581357,0.037852656,6.22E-05,0.022342099,0.010694779,0.06416295,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.25734097,0.000922659,0.023836311,2.20E-06,0.001937312,0.023836436,0.023125632,0.02752978,0.003033234,0.530595,0.0210901,0.038495675,0.000227078,0.028485714,0.01078692,0.008754988,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.3021729,0.000633474,0.03673795,1.14E-05,0.007815925,0.01896576,0.020422354,0.01502328,0.001813646,0.48856613,0.025567967,0.02821868,0.004290365,0.016080795,0.014465123,0.019214204,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.24285439,0.18911192,0.09838567,2.06E-06,0.22307004,0.073111296,0.001631451,0.000290312,0.000306759,0.14837433,0.002610964,0.002486342,0.000315622,0.001523295,0.007922367,0.008003192,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.6493318,0.030646358,0.05206014,0.000807267,0.03446527,0.10293521,0.006044541,0.00096517,0.00025059,0.09142147,0.008043305,0.002974263,9.78E-05,0.012037646,0.003266783,0.004652401,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.58005166,0.000734131,0.10623817,0.005171194,0.04112184,0.0143239,0.08244291,0.002194648,0.000646522,0.122110315,0.009961422,0.010216448,0.00120339,0.007292066,0.008152843,0.008138523,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.61219984,0.000286718,0.0493021,3.83E-07,0.001291555,0.30392426,0.002975539,0.002196299,0.000914549,0.008392074,0.004658887,0.001814674,1.04E-05,0.005243706,0.000698026,0.006090894,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.2824414,0.009470401,0.06616637,1.18E-05,0.004441288,0.031600904,0.025567917,0.008020395,0.00131632,0.42544574,0.06273272,0.033653874,0.000531227,0.016738426,0.012366508,0.019494753,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.7630452,0.000656963,0.016006075,9.83E-07,0.000649499,0.21191919,0.000288867,0.000301293,0.000132477,0.002589794,0.001150842,0.000393541,5.53E-07,0.000659001,0.000223876,0.001981951,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.3977011,0.000351029,0.025942683,1.43E-06,0.000698679,0.01860906,0.031968817,0.04099625,0.013656196,0.30734152,0.02825037,0.053601377,1.17E-05,0.0529804,0.005264911,0.022624373,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.22746427,0.000754198,0.0363139,0.002134684,0.00209225,0.040541995,0.044303127,0.0416496,0.007763134,0.3441949,0.02227594,0.12374783,0.010006956,0.059076153,0.01064988,0.027031269,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.41764206,0.003928304,0.05702589,1.41E-06,0.009909387,0.39290455,0.006033151,0.014768139,0.001069352,0.040658776,0.018833831,0.005331887,4.62E-06,0.009383319,0.002890815,0.019614516,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.043286696,0.013065768,0.0624181,4.07E-06,0.011004493,0.016206086,0.00209508,0.017561994,0.000344221,0.7022936,0.012872484,0.03601225,0.00048792,0.02043821,0.029904801,0.032004308,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.47811565,0.050788052,0.06775108,3.18E-07,0.004123505,0.035859134,0.001790572,0.003717792,0.000808104,0.29296252,0.018271483,0.017477354,4.14E-05,0.008487808,0.014079683,0.005725477,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.69732314,0.019376682,0.03302039,1.36E-06,0.006698714,0.028268332,0.065907,0.001846581,0.000949935,0.066703975,0.028930293,0.009118483,2.36E-05,0.006312509,0.003096469,0.032422617,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.36209512,0.022374522,0.019641498,3.12E-05,0.004308308,0.044538986,0.027873728,0.008660725,0.007219964,0.37662062,0.017536286,0.05057835,0.013979417,0.020762391,0.00990039,0.013878498,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.7254848,0.009764131,0.037742287,0.000117475,0.00349409,0.05620791,0.035247408,0.005658693,0.001619265,0.04779602,0.025558602,0.012486727,0.000392773,0.007928959,0.003239302,0.027261585,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.096951075,0.00255721,0.03383581,4.30E-06,0.001586995,0.02238947,0.014988271,0.046850007,0.013447839,0.52523667,0.06436319,0.10721046,0.000312504,0.044316716,0.012034405,0.013915156,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.27468985,0.3090249,0.048607532,4.54E-07,0.1060951,0.06046082,0.000712472,0.00118794,0.000387075,0.16287088,0.00432965,0.004711251,1.52E-05,0.002919622,0.012216637,0.011770578,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25897375,0.31982967,0.04925989,1.87E-06,0.18752472,0.06107036,0.000365561,0.000147439,8.19E-05,0.11103198,0.000826315,0.000766936,0.000264933,0.001397887,0.007441375,0.001015407,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.27151018,0.325401,0.042666536,5.60E-06,0.069789395,0.02975681,0.014264273,0.00271369,0.002173809,0.1453606,0.012175125,0.015204188,2.95E-05,0.006261525,0.011029555,0.051658183,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.42986032,0.000185017,0.05402188,5.68E-07,0.006100866,0.017641304,0.13030924,0.001384082,0.000544231,0.12430656,0.072343834,0.03372999,0.000440861,0.005741359,0.002303163,0.1210867,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,0.037736937,0.00057948,0.032602593,1.13E-05,0.007226765,0.03274258,0.34820795,0.020970842,0.000752504,0.061787866,0.036325205,0.007541818,8.38E-05,0.039745655,0.001367829,0.37231684,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,0.023355383,0.000285926,0.008482435,3.70E-06,0.000745908,0.025872607,0.08696311,0.019763364,0.001036507,0.015567258,0.0646474,0.022153534,2.09E-05,0.046925522,0.000780319,0.68339616,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0.04647303,0.000135191,0.049068026,6.72E-06,0.000563099,0.09784335,0.06254778,0.28891206,0.00100752,0.07107553,0.08232157,0.03267817,3.63E-06,0.16207644,0.001210419,0.10407748,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.73646134,0.002073151,0.015571799,6.35E-06,0.001405277,0.026183529,0.0801624,0.007309075,0.001561587,0.027539052,0.007611595,0.008635639,8.40E-05,0.00665424,0.001837599,0.07690335,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.89437795,0.007338279,0.011379108,6.43E-05,0.000827649,0.012070907,0.005270925,0.00765438,0.00409107,0.021198632,0.003086875,0.007743189,0.000522097,0.005509993,0.002262917,0.01660167,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.4675466,0.007361439,0.04011572,0.000229966,0.0070475,0.022976356,0.16020578,0.010140065,0.002954463,0.16940439,0.021722183,0.029179139,0.001926345,0.012537055,0.008890652,0.037762333,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.64034116,0.004684603,0.030777866,2.84E-05,0.004432674,0.04236581,0.033534825,0.009872374,0.004644217,0.076330274,0.025127226,0.023286218,0.000784895,0.024530942,0.005493523,0.07376497,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.06348681,0.027122289,0.12585166,2.72E-07,0.008224719,0.014736548,0.001271116,0.047617,0.000129082,0.60368466,0.010978488,0.027763475,0.002431845,0.014949144,0.044331267,0.007421562,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.15243797,0.12623352,0.007396014,9.67E-06,0.000922381,0.020365596,0.023164392,0.029634474,0.048591394,0.3365245,0.038722888,0.15585756,0.000212086,0.043816134,0.006918448,0.009192974,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.47383955,0.008416642,0.112882756,7.09E-05,0.06075963,0.1856469,0.003534133,0.004513714,0.000531603,0.10495775,0.006755753,0.009522083,0.005309442,0.005929112,0.005730408,0.011599654,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0.18478896,0.030256195,0.1305485,0.000122465,0.12358703,0.31664494,0.00211903,0.002009956,0.000235178,0.16694658,0.015784845,0.005516374,0.000871479,0.003900047,0.007420308,0.009248087,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.19380192,0.003302037,0.027226044,1.31E-05,0.001127392,0.04521244,0.012823025,0.013682671,0.001581403,0.5872281,0.014511675,0.048838615,0.000908123,0.022642694,0.013365557,0.013735063,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.5544745,0.001664475,0.04004273,5.17E-06,0.001423914,0.12459298,0.01119258,0.017470399,0.003557392,0.046300005,0.07574517,0.038409725,1.81E-05,0.015415363,0.004007701,0.06567971,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.33788615,0.001396231,0.022457527,0.000482053,0.001202578,0.008176299,0.028455125,0.010841479,0.004583851,0.240206,0.035551704,0.068533495,0.1985137,0.019198546,0.005022236,0.017493041,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0.22722045,0.000957896,0.017409096,2.78E-05,0.004755272,0.035308912,0.25644553,0.006319816,0.017859647,0.16753803,0.01773329,0.049540073,0.08267149,0.031117894,0.006087346,0.07900745,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.54198617,0.005537719,0.009558376,1.71E-06,7.81E-05,0.005776082,0.021186007,0.018756462,0.08802445,0.15335232,0.038094305,0.071764536,2.98E-06,0.03159471,0.002237293,0.012048809,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0.09253345,0.000704207,0.064963974,1.31E-07,0.011197375,0.106676415,0.04714021,0.20750113,0.006351796,0.14983942,0.02682676,0.02802946,7.56E-06,0.109120995,0.009772765,0.13933438,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.11446537,0.17264384,0.048181806,0.000295722,0.009601972,0.01914381,0.012833522,0.020786747,0.002336815,0.33729717,0.014170745,0.048694175,0.07255757,0.012617861,0.018059904,0.09631298,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.46257016,0.015180425,0.29979265,4.91E-06,0.02060298,0.07879273,0.000888696,0.000393454,0.000149605,0.062432174,0.034696452,0.017409924,2.34E-06,0.002020387,0.003866402,0.001196773,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.45974517,0.011614931,0.2060433,1.01E-06,0.04075736,0.15307595,0.002369784,0.000241126,0.000167356,0.096971855,0.009509722,0.004880634,1.60E-05,0.002522851,0.004650678,0.007432247,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0.38032287,0.002606837,0.14758115,3.71E-08,0.003201772,0.45479873,0.000357052,0.000110082,5.10E-05,0.004224685,0.00383461,0.000286751,1.17E-06,0.001220564,0.000628304,0.000774448,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.27506092,0.002906224,0.022146333,9.31E-09,0.000345501,0.031711094,0.013518848,0.029152436,0.011001988,0.41126987,0.050409324,0.07700051,1.12E-06,0.057241753,0.005596289,0.012637736,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0.092057064,0.000431073,0.028879732,2.20E-07,0.002715692,0.19396019,0.3015813,0.011957492,0.000979728,0.06389014,0.020047005,0.011188326,2.94E-06,0.03541833,0.003003193,0.23388764,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.8061318,0.002601324,0.024211425,8.44E-06,0.00139244,0.108782806,0.005744427,0.006161496,0.002412664,0.009796654,0.002666734,0.001216155,0.000413281,0.006243896,0.001462779,0.020753773,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.13008547,0.001011607,0.04319206,2.98E-07,0.000388721,0.014729182,0.003739855,0.020855783,0.001912728,0.65321815,0.006788298,0.02257407,5.71E-06,0.038766786,0.013287464,0.04944375,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.7753005,0.002221914,0.050197255,5.39E-06,0.016716424,0.050156936,0.003294078,0.000790074,0.000161732,0.0722511,0.004112213,0.005396196,0.000231173,0.001496316,0.003911581,0.013757103,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.19418797,0.0072827,0.018454026,2.03E-06,0.001630422,0.015794173,0.004694389,0.023981005,0.004058997,0.58742267,0.010439499,0.07093423,0.000159271,0.0355437,0.015092867,0.010322019,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0.30559608,0.002050598,0.19931912,1.31E-07,0.06531966,0.34654295,0.002252326,0.000527459,3.84E-05,0.064478435,0.003598404,0.002776042,6.23E-06,0.002518758,0.003764995,0.001210462,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
